Version:,Taxi,Continuous/Discontinuous,v4.1.8941.20741,
0,0.01670233,-0.7497,9.8172,321.1447
0,0.01669887,-0.7497,9.8172,321.1447
0,0.01649485,-0.7497,9.8172,321.1447
0,0.0167001,-0.7497,9.8172,321.1447
0,0.01670185,-0.7497,9.8172,321.1447
0,0.01690127,-0.7497,9.8172,321.1447
0,0.01661026,-0.7497,9.8172,321.1447
0,0.01660722,-0.7497,9.8172,321.1447
0,0.016696,-0.7497,9.8172,321.1447
0,0.01646023,-0.7497,9.8172,321.1447
0,0.01682558,-0.7497,9.8172,321.1447
0,0.01680001,-0.7497,9.8172,321.1447
0,0.01659417,-0.7497,9.8172,321.1447
0,0.01672757,-0.7497,9.8172,321.1447
0,0.01678935,-0.7497,9.8172,321.1447
0,0.01648572,-0.7497,9.8172,321.1447
0,0.01671076,-0.7497,9.8172,321.1447
0,0.01689929,-0.7497,9.8172,321.1447
0,0.01699224,-0.7497,9.8172,321.1447
0,0.01681712,-0.7497,9.8172,321.1447
0,0.01638617,-0.7497,9.8172,321.1447
0,0.01671849,-0.7497,9.8172,321.1447
0,0.01666704,-0.7497,9.8172,321.1447
0,0.01685784,-0.7497,9.8172,321.1447
0,0.01657932,-0.7497,9.8172,321.1447
0,0.01678896,-0.7497,9.8172,321.1447
0,0.0161816,-0.7497,9.8172,321.1447
0,0.0166424,-0.7497,9.8172,321.1447
0,0.01696547,-0.7497,9.8172,321.1447
0,0.01640275,-0.7497,9.8172,321.1447
0,0.01669911,-0.7497,9.8172,321.1447
0,0.01661136,-0.7497,9.8172,321.1447
0,0.01679556,-0.7497,9.8172,321.1447
0,0.01668594,-0.7497,9.8172,321.1447
0,0.01674531,-0.7497,9.8172,321.1447
0,0.01658098,-0.7497,9.8172,321.1447
0,0.01709973,-0.7497,9.8172,321.1447
0,0.01627253,-0.7497,9.8172,322.007
0,0.01692983,-0.7497,9.8172,322.9042
0,0.01644312,-0.7497,9.8172,323.7756
0,0.0168487,-0.7497,9.8172,324.6685
0,0.01658332,-0.7497,9.8172,325.5473
0,0.01671379,-0.7497,9.8172,326.433
0,0.01668623,-0.7497,9.8172,327.3173
0,0.01671737,-0.7497,9.8172,327.9359
0,0.01658492,-0.7497,9.8172,328.5506
0,0.0169201,-0.7497,9.8172,329.1784
0,0.01661823,-0.7497,9.8172,329.7958
0,0.01658108,-0.7497,9.8172,330.4126
0,0.01659865,-0.7497,9.8172,331.0307
0,0.01687764,-0.7497,9.8172,331.6599
0,0.01654274,-0.7497,9.8172,332.2772
0,0.01665483,-0.7497,9.8172,332.8993
0,0.01680773,-0.7497,9.8172,333.5277
0,0.01665098,-0.7497,9.8172,334.1507
0,0.01673885,-0.7497,9.8172,334.7775
0,0.01673476,-0.7497,9.8172,335.4046
0,0.01687742,-0.7497,9.8172,336.0374
0,0.01669848,-0.7497,9.8172,336.664
0,0.01630258,-0.7497,9.8172,337.2759
0,0.01670947,-0.7497,9.8172,337.9035
0,0.01664686,-0.7497,9.8172,338.529
0,0.01663151,-0.7497,9.8172,339.1541
0,0.01680439,-0.7497,9.8172,339.7859
0,0.01660803,-0.7497,9.8172,340.4105
0,0.0167092,-0.7497,9.8172,341.039
0,0.01678497,-0.7497,9.8172,341.6704
0,0.01659459,-0.7497,9.8172,342.2947
0,0.01660753,-0.7497,9.8172,342.9194
0,0.01672994,-0.7497,9.8172,343.5488
0,0.01667016,-0.7497,9.8172,344.1758
0,0.0167021,-0.7497,9.8172,344.8039
0,0.01651953,-0.7497,9.8172,345.425
0,0.01677293,-0.7497,9.8172,346.0554
0,0.01670329,-0.7497,9.8172,346.683
0,0.01693874,-0.7497,9.8172,347.3192
0,0.01648185,-0.7497,9.8172,347.9379
0,0.01659347,-0.7497,9.8172,348.5604
0,0.0167766,-0.7497,9.8172,349.1895
0,0.01671246,-0.7497,9.8172,349.8157
0,0.01657935,-0.7497,9.8172,350.4365
0,0.01663026,-0.7497,9.8172,351.0587
0,0.01670726,-0.7497,9.8172,351.6833
0,0.01666781,-0.7497,9.8172,352.3059
0,0.01675068,-0.7497,9.8172,352.9309
0,0.01679274,-0.7497,9.8172,353.5569
0,0.01647213,-0.7497,9.8172,354.1703
0,0.01670198,-0.7497,9.8172,354.7915
0,0.01669367,-0.7497,9.8172,355.4117
0,0.01660648,-0.7497,9.8172,356.0279
0,0.01679007,-0.7497,9.8172,356.6501
0,0.01680987,-0.7497,9.8172,356.6501
0,0.01666367,-0.7497,9.8172,356.6501
0,0.01657362,-0.7497,9.8172,356.6501
0,0.01669751,-0.7497,9.8172,356.6501
0,0.01668148,-0.7497,9.8172,356.6501
0,0.01670423,-0.7497,9.8172,356.6501
0,0.0166853,-0.7497,9.8172,356.6501
0,0.01658913,-0.7497,9.8172,356.6501
0,0.016636,-0.7497,9.8172,356.6501
0,0.01669531,-0.7497,9.8172,356.6501
0,0.01668452,-0.7497,9.8172,356.6501
0,0.01678247,-0.7497,9.8172,356.6501
0,0.01660008,-0.7497,9.8172,356.6501
0,0.01681449,-0.7497,9.8172,356.6501
0,0.01639955,-0.7497,9.8172,356.6501
0,0.01689344,-0.7497,9.8172,356.6501
0,0.01658698,-0.7497,9.8172,356.6501
0,0.01660338,-0.7497,9.8172,356.6501
0,0.01700039,-0.7497,9.8172,356.6501
0,0.01654709,-0.7497,9.8172,356.6501
0,0.01657343,-0.7497,9.8172,356.6501
0,0.01688425,-0.7497,9.8172,356.6501
0,0.01641512,-0.7497,9.8172,356.6501
0,0.01658019,-0.7497,9.8172,356.6501
0,0.01681066,-0.7497,9.8172,356.6501
0,0.01684617,-0.7497,9.8172,356.6501
0,0.01660128,-0.7497,9.8172,356.6501
0,0.01644471,-0.7497,9.8172,356.6501
0,0.01690239,-0.7497,9.8172,356.6501
0,0.01669708,-0.7497,9.8172,356.6501
0,0.01669882,-0.7497,9.8172,356.6501
0,0.01662169,-0.7497,9.8172,356.6501
0,0.01667431,-0.7497,9.8172,356.6501
0,0.01652628,-0.7497,9.8172,356.6501
0,0.01680654,-0.7497,9.8172,356.6501
0,0.01667481,-0.7497,9.8172,356.6501
0,0.01720673,-0.7497,9.8172,356.6501
0,0.01630287,-0.7497,9.8172,356.6501
0,0.01649583,-0.7497,9.8172,356.6501
0,0.01670538,-0.7497,9.8172,356.6501
0,0.0166903,-0.7497,9.8172,356.6501
0,0.01662197,-0.7497,9.8172,356.6501
0,0.01677822,-0.7497,9.8172,356.6501
0,0.01682118,-0.7497,9.8172,356.6501
0,0.01669486,-0.7497,9.8172,356.6501
0,0.01681073,-0.7497,9.8172,356.6501
0,0.01630126,-0.7497,9.8172,356.6501
0,0.01666947,-0.7497,9.8172,356.6501
0,0.0166118,-0.7497,9.8172,356.6501
0,0.01664217,-0.7497,9.8172,356.6501
0,0.01693787,-0.7497,9.8172,356.6501
0,0.01658425,-0.7497,9.8172,356.6501
0,0.01652053,-0.7497,9.8172,356.6501
0,0.01672041,-0.7497,9.8172,356.6501
0,0.01677658,-0.7497,9.8172,356.6501
0,0.01660788,-0.7497,9.8172,356.6501
0,0.01670124,-0.7497,9.8172,356.6501
0,0.01680505,-0.7497,9.8172,356.6501
0,0.01659358,-0.7497,9.8172,356.6501
0,0.01672556,-0.7497,9.8172,356.6501
0,0.01658915,-0.7497,9.8172,356.6501
0,0.01678238,-0.7497,9.8172,356.6501
0,0.01666349,-0.7497,9.8172,356.6501
0,0.01664699,-0.7497,9.8172,356.6501
0,0.01669573,-0.7497,9.8172,356.6501
0,0.01670313,-0.7497,9.8172,356.6501
0,0.01661305,-0.7497,9.8172,356.6501
0,0.01667987,-0.7497,9.8172,356.6501
0,0.01670266,-0.7497,9.8172,356.6501
0,0.0167241,-0.7497,9.8172,356.6501
0,0.01677448,-0.7497,9.8172,356.6501
0,0.01639708,-0.7497,9.8172,356.6501
0,0.01681293,-0.7497,9.8172,356.6501
0,0.01658325,-0.7497,9.8172,356.6501
0,0.01671901,-0.7497,9.8172,356.6501
0,0.01670301,-0.7497,9.8172,356.6501
0,0.01681666,-0.7497,9.8172,356.6501
0,0.01656456,-0.7497,9.8172,356.6501
0,0.01659997,-0.7497,9.8172,356.6501
0,0.01689943,-0.7497,9.8172,356.6501
0,0.0165014,-0.7497,9.8172,356.6501
0,0.01680264,-0.7497,9.8172,356.6501
0,0.01670917,-0.7497,9.8172,356.6501
0,0.01680015,-0.7497,9.8172,356.6501
0,0.01640475,-0.7497,9.8172,356.6501
0,0.01672553,-0.7497,9.8172,356.6501
0,0.01669084,-0.7497,9.8172,356.6501
0,0.01678691,-0.7497,9.8172,356.6501
0,0.0165801,-0.7497,9.8172,356.6501
0,0.01661549,-0.7497,9.8172,356.6501
0,0.01679141,-0.7497,9.8172,356.6501
0,0.01659215,-0.7497,9.8172,356.6501
0,0.0167026,-0.7497,9.8172,356.6501
0,0.01670414,-0.7497,9.8172,356.6501
0,0.01669099,-0.7497,9.8172,356.6501
0,0.01660264,-0.7497,9.8172,356.6501
0,0.01670609,-0.7497,9.8172,356.6501
0,0.0166929,-0.7497,9.8172,356.6501
0,0.01660703,-0.7497,9.8172,356.6501
0,0.01647387,-0.7497,9.8172,356.6501
0,0.01692972,-0.7497,9.8172,356.6501
0,0.01669081,-0.7497,9.8172,356.6501
0,0.01677753,-0.7497,9.8172,356.6501
0,0.01653691,-0.7497,9.8172,356.6501
0,0.01679244,-0.7497,9.8172,356.6501
0,0.01679269,-0.7497,9.8172,356.6501
0,0.0167306,-0.7497,9.8172,356.6501
0,0.01667417,-0.7497,9.8172,356.6501
0,0.01660372,-0.7497,9.8172,356.6501
0,0.01651352,-0.7497,9.8172,356.6501
0,0.01656632,-0.7497,9.8172,356.6501
0,0.01681112,-0.7497,9.8172,356.6501
0,0.01672377,-0.7497,9.8172,356.6501
0,0.01667901,-0.7497,9.8172,356.6501
0,0.01670056,-0.7497,9.8172,356.6501
0,0.01670357,-7.07,-4.8,0
0,0.01670357,-7.07,-4.8,0
0,0.01695521,-7.07,-4.8,0
0,0.01654726,-7.07,-4.8,0
0,0.01679921,-7.07,-4.8,0
0,0.01670555,-7.07,-4.8,0
0,0.01648664,-7.07,-4.8,0
0,0.01681479,-7.07,-4.8,0
0,0.01671814,-7.07,-4.8,0
0,0.01668528,-7.07,-4.8,0
0,0.01649441,-7.07,-4.8,0
0,0.01679259,-7.07,-4.8,0
0,0.01672347,-7.07,-4.8,0
0,0.01667412,-7.07,-4.8,0
0,0.01669435,-7.07,-4.8,0
0,0.01663787,-7.07,-4.8,0
0,0.01658115,-7.07,-4.8,0
0,0.01680458,-7.07,-4.8,0
0,0.01670181,-7.07,-4.8,0
0,0.01669801,-7.07,-4.8,0
0,0.01667893,-7.07,-4.8,0
0,0.01665814,-7.07,-4.8,0
0,0.01707079,-7.07,-4.8,0
0,0.01656595,-7.07,-4.8,0
0,0.01650427,-7.07,-4.8,0
0,0.01660301,-7.07,-4.8,0
0,0.01638046,-7.07,-4.8,0
0,0.01682098,-7.07,-4.8,0
0,0.0166937,-7.07,-4.8,0
0,0.01683453,-7.07,-4.8,0
0,0.01666836,-7.07,-4.8,0
0,0.0166011,-7.07,-4.8,0
0,0.0166988,-7.07,-4.8,0
0,0.01669644,-7.07,-4.8,0
0,0.01660264,-7.07,-4.8,0
0,0.01680019,-7.07,-4.8,0
0,0.01670119,-7.07,-4.8,0
0,0.01650892,-7.07,-4.8,0
0,0.0168933,-7.07,-4.8,0
0,0.0165994,-7.07,-4.8,0
0,0.01669438,-7.07,-4.8,0
0,0.01664826,-7.07,-4.8,0
0,0.01657854,-7.07,-4.8,0
0,0.0166907,-7.07,-4.8,0
0,0.01679924,-7.07,-4.8,0
0,0.01659101,-7.07,-4.8,0
0,0.01670771,-7.07,-4.8,0
0,0.01669206,-7.07,-4.8,0
0,0.01659737,-7.07,-4.8,0
0,0.0167995,-7.07,-4.8,0
0,0.0167078,-7.07,-4.8,0
0,0.01659423,-7.07,-4.8,0
0,0.01670916,-7.07,-4.8,0
0,0.01668505,-7.07,-4.8,0
0,0.01639501,-7.07,-4.8,0
16,0.01670476,-7.07,-4.8,0
0,0.01709126,-7.07,-4.8,0
0,0.01633378,-7.07,-4.8,0
0,0.01668179,-7.07,-4.8,0
0,0.01672039,-7.07,-4.8,0
0,0.01646691,-7.07,-4.8,0
0,0.01681139,-7.07,-4.8,0
0,0.01709719,-7.07,-4.8,0
0,0.01640349,-7.07,-4.8,0
0,0.01660689,-7.07,-4.8,0
0,0.01660643,-7.07,-4.8,0
0,0.01681701,-7.07,-4.8,0
0,0.01671308,-7.07,-4.8,0
0,0.01665622,-7.07,-4.8,0
0,0.01668833,-7.07,-4.8,0
0,0.01664889,-7.07,-4.8,0
0,0.01657812,-7.07,-4.8,0
0,0.01667112,-7.07,-4.8,0
0,0.01671235,-7.07,-4.8,0
0,0.01670157,-7.07,-4.8,0
0,0.016699,-7.07,-4.8,0
0,0.01674349,-7.07,-4.8,0
0,0.01655189,-7.07,-4.8,0
0,0.01680925,-7.07,-4.8,0
0,0.01679189,-7.07,-4.8,0
0,0.01649587,-7.07,-4.8,0
0,0.01675098,-7.07,-4.8,0
0,0.0166539,-7.07,-4.8,0
0,0.01670172,-7.07,-4.8,0
0,0.01610086,-7.07,-4.8,0
0,0.01669679,-7.07,-4.8,0
0,0.01660164,-7.07,-4.8,0
0,0.0165954,-7.07,-4.8,0
0,0.01652719,-7.07,-4.8,0
0,0.01687124,-7.07,-4.8,0
0,0.01673242,-7.07,-4.8,0
0,0.01679326,-7.07,-4.8,0
0,0.01658532,-7.07,-4.8,0
0,0.01679715,-7.07,-4.8,0
0,0.01670624,-7.07,-4.8,0
0,0.01700791,-7.07,-4.8,0
0,0.01684383,-7.07,-4.8,0
0,0.01625597,-7.07,-4.8,0
0,0.01689338,-7.07,-4.8,0
0,0.01621064,-7.07,-4.8,0
0,0.01677645,-7.07,-4.8,0
0,0.01674523,-7.07,-4.8,0
0,0.01655353,-7.07,-4.8,0
0,0.01660657,-7.07,-4.8,0
0,0.01700191,-7.07,-4.8,0
0,0.01643846,-7.07,-4.8,0
0,0.01667489,-7.07,-4.8,0
0,0.01671777,-7.07,-4.8,0
0,0.01657968,-7.07,-4.8,0
0,0.01679011,-7.07,-4.8,0
0,0.01670452,-7.07,-4.8,0
0,0.01689382,-7.07,-4.8,0
0,0.01659912,-7.07,-4.8,0
0,0.01680485,-7.07,-4.8,0
0,0.01669681,-7.07,-4.8,0
0,0.01641341,-7.07,-4.8,0
0,0.01670259,-7.07,-4.8,0
0,0.01667562,-7.07,-4.8,0
0,0.01661166,-7.07,-4.8,0
0,0.01670021,-7.07,-4.8,0
0,0.01659161,-7.07,-4.8,0
0,0.01660254,-7.07,-4.8,0
0,0.01700052,-7.07,-4.8,0
0,0.0167043,-7.07,-4.8,0
0,0.01650009,-7.07,-4.8,0
0,0.01661936,-7.07,-4.8,0
0,0.01677849,-7.07,-4.8,0
0,0.01684894,-7.07,-4.8,0
0,0.01656705,-7.07,-4.8,0
0,0.01659236,-7.07,-4.8,0
0,0.01679091,-7.07,-4.8,0
0,0.01672484,-7.07,-4.8,0
0,0.01669232,-7.07,-4.8,0
0,0.016479,-7.07,-4.8,0
0,0.0168027,-7.07,-4.8,0
0,0.01659933,-7.07,-4.8,0
0,0.016613,-7.07,-4.8,0
0,0.01679206,-7.07,-4.8,0
0,0.0165927,-7.07,-4.8,0
0,0.01680434,-7.07,-4.8,0
0,0.01659789,-7.07,-4.8,0
0,0.01662634,-7.07,-4.8,0
0,0.01668593,-7.07,-4.8,0
0,0.01669326,-7.07,-4.8,0
0,0.01670802,-7.07,-4.8,0
0,0.01669596,-7.07,-4.8,0
0,0.01669174,-7.07,-4.8,0
0,0.01669746,-7.07,-4.8,0
0,0.01670347,-7.07,-4.8,0
0,0.01659931,-7.07,-4.8,0
0,0.0166952,-7.07,-4.8,0
0,0.01641632,-7.07,-4.8,0
0,0.01688761,-7.07,-4.8,0
0,0.0167075,-7.07,-4.8,0
0,0.01671521,-7.07,-4.8,0
0,0.01656368,-7.07,-4.8,0
0,0.01691707,-7.07,-4.8,0
0,0.01682689,-7.07,-4.8,0
0,0.01638158,-7.07,-4.8,0
0,0.01678808,-7.07,-4.8,0
0,0.01660043,-7.07,-4.8,0
0,0.01670304,-7.07,-4.8,0
0,0.01683579,-7.07,-4.8,0
0,0.01664068,-7.07,-4.8,0
0,0.01662183,-7.07,-4.8,0
0,0.01660733,-7.07,-4.8,0
0,0.01683762,-7.07,-4.8,0
0,0.01659258,-7.07,-4.8,0
0,0.01701828,-7.07,-4.8,0
0,0.01628411,-7.07,-4.8,0
0,0.01675769,-7.07,-4.8,0
0,0.01693191,-7.07,-4.8,0
0,0.0164064,-7.07,-4.8,0
0,0.01647806,-7.07,-4.8,0
0,0.01677518,-7.07,-4.8,0
0,0.016619,-7.07,-4.8,0
0,0.01669861,-7.07,-4.8,0
0,0.0168357,-7.07,-4.8,0
0,0.01664886,-7.07,-4.8,0
0,0.01674375,-7.07,-4.8,0
0,0.01668219,-7.07,-4.8,0
0,0.0165785,-7.07,-4.8,0
0,0.01681337,-7.07,-4.8,0
0,0.01650014,-7.07,-4.8,0
0,0.01668473,-7.07,-4.8,0
0,0.01679848,-7.07,-4.8,0
0,0.01670293,-7.07,-4.8,0
0,0.01664033,-7.07,-4.8,0
0,0.01677565,-7.07,-4.8,0
0,0.01682367,-7.07,-4.8,0
0,0.01657186,-7.07,-4.8,0
0,0.0166375,-7.07,-4.8,0
0,0.01655838,-7.07,-4.8,0
0,0.01669623,-7.07,-4.8,0
0,0.01662855,-7.07,-4.8,0
0,0.01666581,-7.07,-4.8,0
0,0.0167196,-7.07,-4.8,0
0,0.01668319,-7.07,-4.8,0
0,0.01680103,-7.07,-4.8,0
0,0.01659753,-7.07,-4.8,0
0,0.01660065,-7.07,-4.8,0
0,0.01679899,-7.07,-4.8,0
0,0.01659719,-7.07,-4.8,0
0,0.01690634,-7.07,-4.8,0
0,0.01651721,-7.07,-4.8,0
0,0.01616254,-7.07,-4.8,0
0,0.01731847,-7.07,-4.8,0
0,0.01642005,-7.07,-4.8,0
0,0.01722843,-7.07,-4.8,0
0,0.01620704,-7.07,-4.8,0
0,0.01674229,-7.07,-4.8,0
0,0.01630711,-7.07,-4.8,0
0,0.01719262,-7.07,-4.8,0
0,0.01660226,-7.07,-4.8,0
0,0.01649909,-7.07,-4.8,0
0,0.01670048,-7.07,-4.8,0
0,0.01683489,-7.07,-4.8,0
0,0.01676231,-7.07,-4.8,0
0,0.01650843,-7.07,-4.8,0
0,0.01661522,-7.07,-4.8,0
0,0.016676,-7.07,-4.8,0
0,0.01675874,-7.07,-4.8,0
0,0.01678883,-7.07,-4.8,0
0,0.01655533,-7.07,-4.8,0
0,0.01660749,-7.07,-4.8,0
0,0.01661012,-7.07,-4.8,0
0,0.01688333,-7.07,-4.8,0
0,0.0167035,-7.07,-4.8,0
0,0.01659802,-7.07,-4.8,0
0,0.01669505,-7.07,-4.8,0
0,0.01651616,-7.07,-4.8,0
0,0.01678124,-7.07,-4.8,0
0,0.01690454,-7.07,-4.8,0
0,0.01642368,-7.07,-4.8,0
0,0.01677343,-7.07,-4.8,0
26,0.01681424,-7.07,-4.8,0
0,0.01659553,-7.07,-4.8,0
0,0.01627556,-7.07,-3.8237,0
0,0.01758271,-7.0728,-3.7358,358.156
0,0.01637507,-7.0779,-3.6541,356.4386
0,0.01676381,-7.0857,-3.5706,354.6805
0,0.01670104,-7.096,-3.4878,352.9289
0,0.01649667,-7.1086,-3.4062,351.1988
0,0.01670181,-7.1239,-3.3241,349.4471
0,0.01671143,-7.1417,-3.2425,347.6945
0,0.01657154,-7.1618,-3.1621,345.9565
0,0.01673428,-7.1846,-3.0816,344.2014
0,0.01668786,-7.2097,-3.0021,342.4513
0,0.0166954,-7.2373,-2.9233,340.7003
0,0.01661004,-7.2671,-2.8458,338.9583
0,0.01695475,-7.2976,-2.7666,338.9583
0,0.01654387,-7.3273,-2.6894,338.9583
0,0.01669765,-7.3573,-2.6115,338.9583
0,0.01658677,-7.387,-2.5341,338.9583
0,0.01661485,-7.4169,-2.4566,338.9583
0,0.01688882,-7.4472,-2.3778,338.9583
0,0.01660058,-7.477,-2.3003,338.9583
0,0.01664509,-7.5069,-2.2226,338.9583
0,0.01665375,-7.5368,-2.1449,338.9583
0,0.016597,-7.5666,-2.0675,338.9583
0,0.01673985,-7.5966,-1.9893,338.9583
0,0.01658692,-7.6264,-1.9119,338.9583
0,0.01665863,-7.6563,-1.8342,338.9583
0,0.01683615,-7.6865,-1.7556,338.9583
0,0.01678464,-7.7167,-1.6773,338.9583
0,0.01652202,-7.7463,-1.6002,338.9583
0,0.01667426,-7.7762,-1.5224,338.9583
0,0.0169001,-7.8066,-1.4435,338.9583
0,0.01651379,-7.8362,-1.3665,338.9583
0,0.01679387,-7.8664,-1.2881,338.9583
0,0.01649122,-7.896,-1.2111,338.9583
0,0.0164751,-7.9256,-1.1342,338.9583
0,0.01696396,-7.956,-1.0551,338.9583
0,0.01666227,-7.9859,-0.9773,338.9583
0,0.01680362,-8.0161,-0.8989,338.9583
0,0.01649181,-8.0457,-0.8219,338.9583
0,0.01671937,-8.0757,-0.7439,338.9583
0,0.0164495,-8.1052,-0.6672,338.9583
0,0.01693643,-8.1357,-0.5881,338.9583
0,0.01670758,-8.1656,-0.5102,338.9583
0,0.01671342,-8.1957,-0.4322,338.9583
0,0.01651886,-8.2253,-0.3551,338.9583
0,0.01694391,-8.2557,-0.276,338.9583
0,0.01651723,-8.2854,-0.1989,338.9583
0,0.01697109,-8.3183,-0.1207,337.1784
0,0.01636505,-8.3523,-0.0463,335.4621
0,0.01657062,-8.389,0.028,333.7242
0,0.01679124,-8.4284,0.1021,331.9632
0,0.01670189,-8.4699,0.1746,330.2115
0,0.01662173,-8.5134,0.2454,328.4683
0,0.01667642,-8.5591,0.3151,326.7193
0,0.01711655,-8.6083,0.3852,324.9241
0,0.01623411,-8.6569,0.4502,323.2216
0,0.01699921,-8.7078,0.5183,323.2216
0,0.01645293,-8.757,0.5842,323.2216
0,0.01704339,-8.8081,0.6524,323.2216
0,0.01627121,-8.8568,0.7176,323.2216
0,0.01668369,-8.9067,0.7844,323.2216
0,0.0167103,-8.9567,0.8513,323.2216
0,0.01659051,-9.0064,0.9178,323.2216
0,0.01690099,-9.057,0.9854,323.2216
0,0.01632229,-9.1059,1.0508,323.2216
0,0.01691653,-9.1565,1.1186,323.2216
0,0.01645978,-9.2058,1.1845,323.2216
0,0.01681026,-9.2561,1.2518,323.2216
0,0.01668762,-9.3061,1.3186,323.2216
0,0.0168082,-9.3564,1.3859,323.2216
0,0.01669251,-9.4063,1.4528,323.2216
0,0.01660195,-9.456,1.5193,323.2216
0,0.01671814,-9.5061,1.5862,323.2216
0,0.0166773,-9.556,1.653,323.2216
0,0.01662902,-9.6058,1.7196,323.2216
0,0.01665781,-9.6557,1.7863,323.2216
0,0.01671746,-9.7057,1.8533,323.2216
0,0.01669652,-9.7557,1.9201,323.2216
0,0.01680678,-9.806,1.9874,323.2216
0,0.01675571,-9.8541,2.0561,324.9788
0,0.0162512,-9.8987,2.124,326.6832
0,0.01661673,-9.9422,2.1947,328.4259
0,0.01697445,-9.9844,2.2684,330.2062
0,0.01679789,-10.0239,2.3425,331.9679
0,0.01650784,-10.0604,2.4165,333.6992
0,0.01679271,-10.0953,2.4929,335.4604
0,0.01659824,-10.1275,2.5694,337.2011
0,0.01683953,-10.1601,2.647,337.2011
0,0.01647912,-10.192,2.723,337.2011
0,0.01678357,-10.2245,2.8003,337.2011
0,0.01671272,-10.2569,2.8774,337.2011
0,0.01658832,-10.2891,2.9538,337.2011
0,0.01660064,-10.3212,3.0304,337.2011
0,0.01680059,-10.3538,3.1078,337.2011
0,0.01673147,-10.3862,3.1849,337.2011
0,0.01655657,-10.4183,3.2612,337.2011
0,0.01671753,-10.4507,3.3383,337.2011
0,0.01659631,-10.4828,3.4148,337.2011
0,0.01679496,-10.5154,3.4922,337.2011
0,0.01661573,-10.5476,3.5688,337.2011
0,0.01668983,-10.5799,3.6457,337.2011
0,0.01668326,-10.6122,3.7226,337.2011
0,0.01664901,-10.6445,3.7994,337.2011
0,0.01674939,-10.6769,3.8766,337.2011
0,0.01681922,-10.7095,3.9541,337.2011
0,0.01660016,-10.7417,4.0306,337.2011
0,0.01670211,-10.774,4.1076,337.2011
0,0.01650632,-10.806,4.1837,337.2011
0,0.01681381,-10.8386,4.2612,337.2011
0,0.01667446,-10.8709,4.338,337.2011
0,0.01670054,-10.9033,4.415,337.2011
0,0.01659455,-10.9354,4.4915,337.2011
0,0.01670536,-10.9678,4.5685,337.2011
0,0.01669684,-11.0001,4.6455,337.2011
0,0.01670478,-11.0325,4.7225,337.2011
0,0.01668703,-11.0648,4.7994,337.2011
0,0.01671528,-11.0972,4.8764,337.2011
0,0.01659504,-11.1294,4.9529,337.2011
0,0.01673495,-11.1618,5.0301,337.2011
0,0.01666793,-11.1941,5.1069,337.2011
0,0.01669468,-11.2264,5.1838,337.2011
0,0.01660285,-11.2586,5.2604,337.2011
0,0.01671807,-11.291,5.3374,337.2011
0,0.01668178,-11.3233,5.4143,337.2011
0,0.01669638,-11.3556,5.4913,337.2011
0,0.01669822,-11.388,5.5683,337.2011
0,0.01639752,-11.4198,5.6438,337.2011
0,0.01690007,-11.4525,5.7217,337.2011
0,0.01687988,-11.4876,5.7985,335.4308
0,0.01652038,-11.5242,5.8725,333.6982
0,0.01675514,-11.5636,5.9465,331.941
0,0.01644543,-11.6045,6.0178,330.2162
0,0.01681592,-11.6485,6.0895,328.4526
0,0.01650972,-11.6937,6.1585,326.7211
0,0.01710743,-11.7407,6.23,326.7211
0,0.01642666,-11.7857,6.2987,326.7211
0,0.01665885,-11.8315,6.3683,326.7211
0,0.01657578,-11.8769,6.4376,326.7211
0,0.01674573,-11.9229,6.5076,326.7211
0,0.01666683,-11.9686,6.5773,326.7211
0,0.01680258,-12.0147,6.6475,326.7211
0,0.01663525,-12.0603,6.717,326.7211
0,0.01655702,-12.1058,6.7862,326.7211
0,0.01680539,-12.1519,6.8565,326.7211
0,0.01670999,-12.1977,6.9263,326.7211
0,0.01658425,-12.2432,6.9957,326.7211
0,0.01661032,-12.2888,7.0651,326.7211
0,0.01619301,-12.3332,7.1328,326.7211
0,0.01659684,-12.3788,7.2022,326.7211
0,0.01671007,-12.4246,7.272,326.7211
0,0.01658983,-12.4701,7.3414,326.7211
0,0.01681932,-12.5163,7.4117,326.7211
0,0.01671892,-12.5621,7.4815,326.7211
0,0.01689218,-12.5621,7.4815,326.7211
0,0.01631004,-12.5621,7.4815,326.7211
0,0.01659895,-12.5621,7.4815,326.7211
0,0.01676234,-12.5621,7.4815,326.7211
0,0.01649806,-12.5621,7.4815,326.7211
0,0.01671254,-12.5621,7.4815,326.7211
0,0.01679779,-12.5621,7.4815,326.7211
0,0.01651837,-12.5621,7.4815,326.7211
0,0.01666868,-12.5621,7.4815,326.7211
0,0.01680496,-12.5621,7.4815,326.7211
0,0.01673985,-12.5621,7.4815,326.7211
0,0.01684175,-12.5621,7.4815,328.4874
0,0.01670931,-12.5621,7.4815,330.2399
0,0.01650825,-12.5621,7.4815,331.9712
0,0.01680264,-12.5621,7.4815,333.7334
0,0.01669862,-12.5621,7.4815,335.4847
0,0.01670249,-12.5621,7.4815,337.2365
0,0.01659968,-12.5621,7.4815,338.9774
0,0.01683471,-12.5621,7.4815,340.743
0,0.0168144,-12.5621,7.4815,340.743
0,0.0162439,-12.5621,7.4815,340.743
0,0.01650086,-12.5621,7.4815,340.743
0,0.01682576,-12.5621,7.4815,340.743
0,0.01682721,-12.5621,7.4815,340.743
0,0.01663352,-12.5621,7.4815,340.743
